  Year          Age         mx       qx    ax      lx      dx      Lx       Tx     ex
  1952          72     0.05991  0.05817  0.50   45352    2638   44033   400613   8.83
  1952          73     0.06865  0.06637  0.50   42714    2835   41296   356581   8.35
  1952          74     0.07338  0.07079  0.50   39879    2823   38467   315284   7.91
  1952          75     0.08025  0.07715  0.50   37056    2859   35626   276817   7.47
  1952          76     0.08792  0.08421  0.50   34197    2880   32757   241190   7.05
  1952          77     0.09339  0.08923  0.50   31317    2794   29920   208433   6.66
  1952          78     0.10356  0.09846  0.50   28523    2808   27119   178513   6.26
  1952          79     0.11123  0.10537  0.50   25714    2710   24360   151395   5.89
  1952          80     0.12769  0.12002  0.50   23005    2761   21624   127035   5.52
  1952          81     0.13307  0.12477  0.50   20244    2526   18981   105411   5.21
  1952          82     0.14978  0.13934  0.50   17718    2469   16483    86430   4.88
  1952          83     0.16005  0.14819  0.50   15249    2260   14119    69947   4.59
  1952          84     0.17675  0.16239  0.50   12989    2109   11935    55828   4.30
  1952          85     0.19479  0.17750  0.50   10880    1931    9914    43893   4.03
  1952          86     0.21043  0.19040  0.50    8949    1704    8097    33979   3.80
  1952          87     0.22260  0.20031  0.50    7245    1451    6519    25882   3.57
  1952          88     0.25454  0.22580  0.50    5794    1308    5140    19363   3.34
  1952          89     0.25618  0.22709  0.50    4485    1019    3976    14223   3.17
  1952          90     0.28568  0.24997  0.50    3467     867    3034    10247   2.96
  1952          91     0.29986  0.26077  0.50    2600     678    2261     7214   2.77
  1952          92     0.35416  0.30088  0.50    1922     578    1633     4952   2.58
  1952          93     0.36511  0.30875  0.50    1344     415    1136     3319   2.47
  1952          94     0.39517  0.32997  0.50     929     307     776     2183   2.35
  1952          95     0.40055  0.33372  0.50     622     208     519     1407   2.26
  1952          96     0.42737  0.35212  0.50     415     146     342      889   2.14
  1952          97     0.45434  0.37023  0.50     269      99     219      547   2.04
  1952          98     0.48128  0.38793  0.50     169      66     136      328   1.94
  1952          99     0.50804  0.40513  0.50     104      42      83      192   1.85
  1952         100     0.53449  0.42177  0.50      62      26      49      109   1.77
  1952         101     0.56055  0.43783  0.50      36      16      28       61   1.70
  1952         102     0.58613  0.45329  0.50      20       9      15       33   1.63
  1952         103     0.61119  0.46813  0.50      11       5       8       17   1.57
  1952         104     0.63567  0.48236  0.50       6       3       4        9   1.52
  1952         105     0.65952  0.49597  0.50       3       1       2        4   1.47
  1952         106     0.68270  0.50897  0.50       2       1       1        2   1.43
  1952         107     0.70515  0.52134  0.50       1       0       1        1   1.39
  1952         108     0.72679  0.53307  0.50       0       0       0        0   1.35
  1952         109     0.74755  0.54416  0.50       0       0       0        0   1.32
  1952         110+    0.76734  1.00000  1.30       0       0       0        0   1.30
  1953           0     0.04881  0.04697  0.20  100000    4697   96233  6330849  63.31
  1953           1     0.00846  0.00842  0.50   95303     803   94902  6234616  65.42
  1953           2     0.00644  0.00642  0.50   94500     607   94197  6139714  64.97
  1953           3     0.00490  0.00489  0.50   93893     459   93664  6045517  64.39
  1953           4     0.00355  0.00355  0.50   93434     332   93268  5951854  63.70
  1953           5     0.00248  0.00247  0.50   93102     230   92987  5858586  62.93
  1953           6     0.00190  0.00190  0.50   92872     177   92784  5765598  62.08
  1953           7     0.00122  0.00122  0.50   92695     113   92639  5672815  61.20
  1953           8     0.00106  0.00106  0.50   92583      98   92534  5580176  60.27
  1953           9     0.00094  0.00094  0.50   92485      87   92442  5487642  59.34
  1953          10     0.00079  0.00079  0.50   92398      73   92362  5395200  58.39
  1953          11     0.00078  0.00078  0.50   92325      72   92289  5302839  57.44
  1953          12     0.00074  0.00074  0.50   92253      68   92219  5210550  56.48
  1953          13     0.00078  0.00078  0.50   92185      72   92149  5118331  55.52
  1953          14     0.00084  0.00084  0.50   92113      78   92074  5026182  54.57
  1953          15     0.00097  0.00097  0.50   92035      89   91991  4934108  53.61
  1953          16     0.00114  0.00113  0.50   91946     104   91894  4842117  52.66
  1953          17     0.00141  0.00140  0.50   91842     129   91777  4750224  51.72
  1953          18     0.00176  0.00176  0.50   91713     161   91632  4658446  50.79
  1953          19     0.00203  0.00202  0.50   91551     185   91459  4566815  49.88
  1953          20     0.00232  0.00232  0.50   91366     212   91260  4475356  48.98
  1953          21     0.00253  0.00253  0.50   91154     230   91039  4384096  48.10
  1953          22     0.00275  0.00274  0.50   90924     249   90799  4293057  47.22
  1953          23     0.00274  0.00273  0.50   90674     248   90550  4202258  46.34
  1953          24     0.00288  0.00288  0.50   90426     260   90296  4111708  45.47
  1953          25     0.00288  0.00288  0.50   90166     259   90037  4021411  44.60
  1953          26     0.00298  0.00298  0.50   89907     268   89773  3931375  43.73
  1953          27     0.00294  0.00294  0.50   89639     263   89507  3841602  42.86
  1953          28     0.00308  0.00307  0.50   89376     275   89238  3752094  41.98
  1953          29     0.00321  0.00320  0.50   89101     285   88958  3662856  41.11
  1953          30     0.00312  0.00311  0.50   88816     277   88678  3573897  40.24
  1953          31     0.00318  0.00317  0.50   88539     281   88399  3485220  39.36
  1953          32     0.00311  0.00310  0.50   88258     274   88121  3396821  38.49
  1953          33     0.00341  0.00340  0.50   87985     299   87835  3308700  37.61
  1953          34     0.00338  0.00337  0.50   87685     296   87537  3220865  36.73
  1953          35     0.00335  0.00334  0.50   87389     292   87243  3133327  35.85
  1953          36     0.00355  0.00354  0.50   87097     309   86943  3046084  34.97
  1953          37     0.00370  0.00369  0.50   86789     320   86628  2959141  34.10
  1953          38     0.00382  0.00382  0.50   86468     330   86303  2872513  33.22
  1953          39     0.00418  0.00417  0.50   86138     359   85959  2786209  32.35
  1953          40     0.00416  0.00415  0.50   85779     356   85601  2700251  31.48
  1953          41     0.00453  0.00452  0.50   85423     386   85230  2614650  30.61
  1953          42     0.00483  0.00482  0.50   85037     410   84832  2529419  29.74
  1953          43     0.00493  0.00492  0.50   84627     417   84419  2444587  28.89
  1953          44     0.00548  0.00547  0.50   84211     460   83981  2360168  28.03
  1953          45     0.00592  0.00590  0.50   83750     494   83503  2276187  27.18
  1953          46     0.00654  0.00652  0.50   83256     543   82985  2192684  26.34
  1953          47     0.00665  0.00663  0.50   82714     548   82440  2109699  25.51
  1953          48     0.00750  0.00747  0.50   82166     614   81859  2027259  24.67
  1953          49     0.00802  0.00799  0.50   81552     652   81226  1945401  23.85
  1953          50     0.00871  0.00867  0.50   80900     701   80550  1864175  23.04
  1953          51     0.00950  0.00946  0.50   80199     758   79820  1783625  22.24
  1953          52     0.01040  0.01035  0.50   79440     822   79030  1703805  21.45
  1953          53     0.01116  0.01110  0.50   78619     873   78182  1624776  20.67
  1953          54     0.01219  0.01212  0.50   77746     942   77275  1546594  19.89
  1953          55     0.01361  0.01352  0.50   76803    1038   76284  1469319  19.13
  1953          56     0.01384  0.01375  0.50   75765    1042   75244  1393035  18.39
  1953          57     0.01586  0.01573  0.50   74724    1176   74136  1317790  17.64
  1953          58     0.01772  0.01757  0.50   73548    1292   72902  1243655  16.91
  1953          59     0.01933  0.01914  0.50   72256    1383   71564  1170753  16.20
  1953          60     0.02029  0.02009  0.50   70873    1424   70161  1099188  15.51
  1953          61     0.02235  0.02211  0.50   69449    1535   68682  1029027  14.82
  1953          62     0.02435  0.02405  0.50   67914    1634   67097   960346  14.14
  1953          63     0.02669  0.02634  0.50   66280    1746   65408   893248  13.48
  1953          64     0.02999  0.02955  0.50   64535    1907   63581   827841  12.83
  1953          65     0.03303  0.03249  0.50   62628    2035   61611   764259  12.20
  1953          66     0.03746  0.03677  0.50   60593    2228   59479   702649  11.60
  1953          67     0.03879  0.03805  0.50   58365    2221   57255   643169  11.02
  1953          68     0.04428  0.04332  0.50   56145    2432   54928   585914  10.44
  1953          69     0.04919  0.04801  0.50   53712    2579   52423   530986   9.89
  1953          70     0.05365  0.05225  0.50   51133    2672   49798   478563   9.36
  1953          71     0.06009  0.05834  0.50   48462    2827   47048   428765   8.85
  1953          72     0.06658  0.06443  0.50   45635    2940   44164   381717   8.36
  1953          73     0.07063  0.06822  0.50   42694    2912   41238   337553   7.91
  1953          74     0.07977  0.07671  0.50   39782    3052   38256   296315   7.45
  1953          75     0.08493  0.08147  0.50   36730    2992   35234   258059   7.03
  1953          76     0.09425  0.09000  0.50   33738    3037   32219   222825   6.60
  1953          77     0.10406  0.09891  0.50   30701    3037   29183   190605   6.21
  1953          78     0.11335  0.10727  0.50   27665    2968   26181   161423   5.84
  1953          79     0.12174  0.11475  0.50   24697    2834   23280   135242   5.48
  1953          80     0.13804  0.12913  0.50   21863    2823   20451   111962   5.12
  1953          81     0.15330  0.14238  0.50   19040    2711   17684    91510   4.81
  1953          82     0.16054  0.14861  0.50   16329    2427   15116    73826   4.52
  1953          83     0.17572  0.16152  0.50   13902    2246   12780    58710   4.22
  1953          84     0.19125  0.17455  0.50   11657    2035   10639    45931   3.94
  1953          85     0.21825  0.19677  0.50    9622    1893    8675    35291   3.67
  1953          86     0.23733  0.21215  0.50    7729    1640    6909    26616   3.44
  1953          87     0.25355  0.22502  0.50    6089    1370    5404    19707   3.24
  1953          88     0.28277  0.24774  0.50    4719    1169    4134    14303   3.03
  1953          89     0.30925  0.26784  0.50    3550     951    3074    10169   2.86
  1953          90     0.31109  0.26921  0.50    2599     700    2249     7095   2.73
  1953          91     0.34777  0.29625  0.50    1899     563    1618     4845   2.55
  1953          92     0.35772  0.30344  0.50    1337     406    1134     3227   2.41
  1953          93     0.42086  0.34770  0.50     931     324     769     2094   2.25
  1953          94     0.40886  0.33946  0.50     607     206     504     1324   2.18
  1953          95     0.44962  0.36709  0.50     401     147     328      820   2.04
  1953          96     0.47837  0.38604  0.50     254      98     205      493   1.94
  1953          97     0.50726  0.40464  0.50     156      63     124      288   1.85
  1953          98     0.53609  0.42277  0.50      93      39      73      163   1.76
  1953          99     0.56467  0.44035  0.50      54      24      42       90   1.68
  1953         100     0.59281  0.45727  0.50      30      14      23       48   1.61
  1953         101     0.62034  0.47348  0.50      16       8      12       25   1.55
  1953         102     0.64710  0.48891  0.50       9       4       6       13   1.49
  1953         103     0.67295  0.50352  0.50       4       2       3        6   1.44
  1953         104     0.69777  0.51729  0.50       2       1       2        3   1.39
  1953         105     0.72147  0.53021  0.50       1       1       1        1   1.35
  1953         106     0.74398  0.54226  0.50       0       0       0        1   1.32
  1953         107     0.76524  0.55347  0.50       0       0       0        0   1.28
  1953         108     0.78523  0.56385  0.50       0       0       0        0   1.26
  1953         109     0.80394  0.57343  0.50       0       0       0        0   1.23
  1953         110+    0.82137  1.00000  1.22       0       0       0        0   1.22
  1954           0     0.04477  0.04321  0.19  100000    4321   96514  6452673  64.53
  1954           1     0.00694  0.00692  0.50   95679     662   95348  6356158  66.43
  1954           2     0.00558  0.00556  0.50   95017     529   94752  6260811  65.89
  1954           3     0.00465  0.00464  0.50   94488     438   94269  6166058  65.26
  1954           4     0.00335  0.00335  0.50   94050     315   93893  6071789  64.56
  1954           5     0.00233  0.00233  0.50   93735     218   93626  5977897  63.77
  1954           6     0.00172  0.00171  0.50   93517     160   93437  5884271  62.92
  1954           7     0.00131  0.00131  0.50   93357     122   93295  5790834  62.03
  1954           8     0.00095  0.00095  0.50   93234      88   93190  5697539  61.11
  1954           9     0.00080  0.00080  0.50   93146      74   93109  5604348  60.17
  1954          10     0.00076  0.00076  0.50   93072      70   93036  5511240  59.22
  1954          11     0.00069  0.00069  0.50   93001      64   92969  5418203  58.26
  1954          12     0.00070  0.00070  0.50   92938      65   92905  5325234  57.30
  1954          13     0.00071  0.00071  0.50   92873      66   92839  5232329  56.34
  1954          14     0.00078  0.00078  0.50   92806      73   92770  5139489  55.38
  1954          15     0.00082  0.00082  0.50   92734      76   92696  5046719  54.42
  1954          16     0.00113  0.00113  0.50   92657     105   92605  4954024  53.47
  1954          17     0.00138  0.00138  0.50   92553     128   92489  4861419  52.53
  1954          18     0.00166  0.00166  0.50   92425     154   92348  4768930  51.60
  1954          19     0.00194  0.00194  0.50   92272     179   92182  4676581  50.68
  1954          20     0.00229  0.00229  0.50   92093     210   91988  4584399  49.78
  1954          21     0.00252  0.00251  0.50   91882     231   91767  4492411  48.89
  1954          22     0.00253  0.00253  0.50   91652     232   91536  4400644  48.01
  1954          23     0.00284  0.00283  0.50   91420     259   91290  4309109  47.14
  1954          24     0.00285  0.00285  0.50   91161     259   91031  4217818  46.27
  1954          25     0.00284  0.00284  0.50   90902     258   90773  4126787  45.40
  1954          26     0.00291  0.00291  0.50   90644     263   90512  4036015  44.53
  1954          27     0.00297  0.00297  0.50   90380     268   90246  3945502  43.65
  1954          28     0.00295  0.00295  0.50   90112     266   89979  3855256  42.78
  1954          29     0.00305  0.00305  0.50   89847     274   89710  3765277  41.91
  1954          30     0.00306  0.00306  0.50   89573     274   89436  3675567  41.03
  1954          31     0.00305  0.00305  0.50   89299     272   89163  3586131  40.16
  1954          32     0.00324  0.00324  0.50   89027     288   88883  3496969  39.28
  1954          33     0.00309  0.00308  0.50   88739     274   88602  3408086  38.41
  1954          34     0.00328  0.00328  0.50   88465     290   88320  3319484  37.52
  1954          35     0.00325  0.00325  0.50   88175     286   88032  3231164  36.64
  1954          36     0.00342  0.00342  0.50   87889     300   87738  3143132  35.76
  1954          37     0.00348  0.00347  0.50   87588     304   87436  3055394  34.88
  1954          38     0.00381  0.00380  0.50   87284     332   87118  2967958  34.00
  1954          39     0.00386  0.00386  0.50   86952     335   86785  2880839  33.13
  1954          40     0.00402  0.00401  0.50   86617     348   86443  2794055  32.26
  1954          41     0.00414  0.00413  0.50   86269     356   86091  2707612  31.39
  1954          42     0.00455  0.00454  0.50   85913     390   85718  2621521  30.51
  1954          43     0.00489  0.00487  0.50   85522     417   85314  2535803  29.65
  1954          44     0.00526  0.00525  0.50   85106     447   84882  2450489  28.79
  1954          45     0.00557  0.00556  0.50   84659     470   84424  2365607  27.94
  1954          46     0.00597  0.00595  0.50   84189     501   83938  2281183  27.10
  1954          47     0.00673  0.00671  0.50   83688     561   83407  2197245  26.26
  1954          48     0.00714  0.00712  0.50   83127     592   82831  2113837  25.43
  1954          49     0.00774  0.00771  0.50   82535     637   82217  2031007  24.61
  1954          50     0.00864  0.00860  0.50   81898     704   81546  1948790  23.80
  1954          51     0.00908  0.00904  0.50   81194     734   80827  1867244  23.00
  1954          52     0.00982  0.00977  0.50   80460     786   80067  1786417  22.20
  1954          53     0.01093  0.01087  0.50   79673     866   79240  1706351  21.42
  1954          54     0.01164  0.01157  0.50   78807     912   78351  1627110  20.65
  1954          55     0.01212  0.01205  0.50   77895     939   77426  1548759  19.88
  1954          56     0.01389  0.01379  0.50   76956    1062   76426  1471334  19.12
  1954          57     0.01460  0.01449  0.50   75895    1100   75345  1394908  18.38
  1954          58     0.01731  0.01716  0.50   74795    1283   74153  1319563  17.64
  1954          59     0.01774  0.01758  0.50   73512    1293   72865  1245410  16.94
  1954          60     0.01960  0.01941  0.50   72219    1402   71518  1172545  16.24
  1954          61     0.02118  0.02096  0.50   70817    1484   70075  1101027  15.55
  1954          62     0.02313  0.02287  0.50   69333    1586   68540  1030952  14.87
  1954          63     0.02489  0.02458  0.50   67747    1665   66915   962412  14.21
  1954          64     0.02752  0.02715  0.50   66082    1794   65185   895497  13.55
  1954          65     0.03017  0.02972  0.50   64288    1910   63333   830312  12.92
  1954          66     0.03377  0.03321  0.50   62377    2071   61342   766980  12.30
  1954          67     0.03865  0.03791  0.50   60306    2286   59163   705638  11.70
  1954          68     0.03965  0.03888  0.50   58020    2256   56892   646475  11.14
  1954          69     0.04540  0.04440  0.50   55764    2476   54526   589584  10.57
  1954          70     0.04986  0.04864  0.50   53288    2592   51992   535058  10.04
  1954          71     0.05380  0.05239  0.50   50696    2656   49368   483066   9.53
  1954          72     0.05941  0.05770  0.50   48040    2772   46654   433698   9.03
  1954          73     0.06557  0.06349  0.50   45268    2874   43831   387044   8.55
  1954          74     0.06945  0.06712  0.50   42394    2845   40972   343213   8.10
  1954          75     0.07854  0.07557  0.50   39549    2989   38054   302241   7.64
  1954          76     0.08242  0.07915  0.50   36560    2894   35113   264187   7.23
  1954          77     0.08991  0.08604  0.50   33666    2897   32218   229074   6.80
  1954          78     0.10127  0.09639  0.50   30770    2966   29287   196856   6.40
  1954          79     0.10966  0.10396  0.50   27804    2890   26359   167569   6.03
  1954          80     0.11676  0.11032  0.50   24913    2748   23539   141211   5.67
  1954          81     0.13157  0.12345  0.50   22165    2736   20797   117671   5.31
  1954          82     0.14627  0.13630  0.50   19429    2648   18105    96875   4.99
  1954          83     0.15352  0.14258  0.50   16780    2393   15584    78770   4.69
  1954          84     0.16847  0.15538  0.50   14388    2236   13270    63186   4.39
  1954          85     0.18306  0.16771  0.50   12152    2038   11133    49916   4.11
  1954          86     0.20555  0.18640  0.50   10114    1885    9172    38782   3.83
  1954          87     0.22189  0.19973  0.50    8229    1644    7407    29611   3.60
  1954          88     0.23537  0.21058  0.50    6585    1387    5892    22203   3.37
  1954          89     0.25960  0.22977  0.50    5199    1195    4601    16311   3.14
  1954          90     0.29738  0.25888  0.50    4004    1037    3486    11710   2.92
  1954          91     0.31151  0.26953  0.50    2968     800    2568     8224   2.77
  1954          92     0.34451  0.29389  0.50    2168     637    1849     5657   2.61
  1954          93     0.33619  0.28781  0.50    1531     441    1310     3807   2.49
  1954          94     0.41731  0.34527  0.50    1090     376     902     2497   2.29
  1954          95     0.40637  0.33774  0.50     714     241     593     1595   2.24
  1954          96     0.43233  0.35548  0.50     473     168     389     1002   2.12
  1954          97     0.45911  0.37340  0.50     305     114     248      613   2.01
  1954          98     0.48652  0.39133  0.50     191      75     154      366   1.92
  1954          99     0.51434  0.40913  0.50     116      48      92      212   1.82
  1954         100     0.54239  0.42668  0.50      69      29      54      120   1.74
  1954         101     0.57048  0.44387  0.50      39      17      31       66   1.67
  1954         102     0.59844  0.46061  0.50      22      10      17       35   1.60
  1954         103     0.62610  0.47683  0.50      12       6       9       18   1.53
  1954         104     0.65333  0.49246  0.50       6       3       5        9   1.48
  1954         105     0.67996  0.50744  0.50       3       2       2        4   1.43
  1954         106     0.70585  0.52172  0.50       2       1       1        2   1.38
  1954         107     0.73081  0.53523  0.50       1       0       1        1   1.34
  1954         108     0.75462  0.54789  0.50       0       0       0        0   1.30
  1954         109     0.77703  0.55961  0.50       0       0       0        0   1.27
  1954         110+    0.79782  1.00000  1.25       0       0       0        0   1.25
  1955           0     0.03932  0.03810  0.19  100000    3810   96903  6574966  65.75
  1955           1     0.00566  0.00564  0.50   96190     543   95919  6478064  67.35
  1955           2     0.00439  0.00438  0.50   95647     419   95438  6382145  66.73
  1955           3     0.00356  0.00355  0.50   95228     338   95059  6286707  66.02
  1955           4     0.00277  0.00277  0.50   94890     263   94759  6191648  65.25
  1955           5     0.00198  0.00198  0.50   94627     187   94534  6096889  64.43
  1955           6     0.00148  0.00148  0.50   94440     140   94370  6002355  63.56
  1955           7     0.00115  0.00115  0.50   94300     109   94246  5907985  62.65
  1955           8     0.00100  0.00100  0.50   94191      94   94144  5813740  61.72
  1955           9     0.00074  0.00074  0.50   94097      69   94063  5719595  60.78
  1955          10     0.00069  0.00069  0.50   94028      65   93996  5625533  59.83
  1955          11     0.00073  0.00073  0.50   93963      68   93929  5531537  58.87
  1955          12     0.00064  0.00064  0.50   93895      60   93865  5437608  57.91
  1955          13     0.00068  0.00068  0.50   93835      64   93803  5343742  56.95
  1955          14     0.00073  0.00073  0.50   93771      69   93737  5249939  55.99
  1955          15     0.00080  0.00080  0.50   93703      75   93665  5156202  55.03
  1955          16     0.00094  0.00094  0.50   93627      88   93583  5062537  54.07
  1955          17     0.00127  0.00127  0.50   93539     119   93480  4968954  53.12
  1955          18     0.00150  0.00150  0.50   93420     140   93350  4875474  52.19
  1955          19     0.00187  0.00186  0.50   93280     174   93193  4782124  51.27
  1955          20     0.00200  0.00199  0.50   93106     186   93013  4688931  50.36
  1955          21     0.00225  0.00224  0.50   92920     209   92816  4595918  49.46
  1955          22     0.00239  0.00239  0.50   92712     222   92601  4503102  48.57
  1955          23     0.00242  0.00242  0.50   92490     224   92378  4410501  47.69
  1955          24     0.00259  0.00259  0.50   92266     239   92147  4318123  46.80
  1955          25     0.00245  0.00245  0.50   92028     225   91915  4225976  45.92
  1955          26     0.00262  0.00262  0.50   91802     241   91682  4134061  45.03
  1955          27     0.00260  0.00260  0.50   91562     238   91443  4042379  44.15
  1955          28     0.00253  0.00252  0.50   91324     230   91209  3950935  43.26
  1955          29     0.00268  0.00268  0.50   91094     244   90972  3859726  42.37
  1955          30     0.00268  0.00267  0.50   90850     243   90729  3768755  41.48
  1955          31     0.00271  0.00270  0.50   90607     245   90485  3678026  40.59
  1955          32     0.00273  0.00273  0.50   90362     246   90239  3587542  39.70
  1955          33     0.00288  0.00287  0.50   90116     259   89986  3497303  38.81
  1955          34     0.00287  0.00287  0.50   89857     258   89728  3407316  37.92
  1955          35     0.00311  0.00310  0.50   89599     278   89460  3317589  37.03
  1955          36     0.00312  0.00312  0.50   89321     278   89182  3228129  36.14
  1955          37     0.00324  0.00324  0.50   89043     288   88899  3138947  35.25
  1955          38     0.00337  0.00337  0.50   88754     299   88605  3050048  34.37
  1955          39     0.00359  0.00358  0.50   88455     317   88297  2961443  33.48
  1955          40     0.00373  0.00372  0.50   88138     328   87974  2873147  32.60
  1955          41     0.00389  0.00388  0.50   87811     341   87640  2785172  31.72
  1955          42     0.00412  0.00411  0.50   87470     359   87290  2697532  30.84
  1955          43     0.00457  0.00456  0.50   87110     397   86912  2610242  29.96
  1955          44     0.00490  0.00489  0.50   86713     424   86502  2523330  29.10
  1955          45     0.00521  0.00520  0.50   86290     449   86065  2436828  28.24
  1955          46     0.00571  0.00569  0.50   85841     489   85597  2350763  27.39
  1955          47     0.00620  0.00618  0.50   85352     528   85088  2265166  26.54
  1955          48     0.00712  0.00710  0.50   84825     602   84524  2180078  25.70
  1955          49     0.00739  0.00737  0.50   84223     620   83913  2095554  24.88
  1955          50     0.00796  0.00793  0.50   83602     663   83271  2011642  24.06
  1955          51     0.00862  0.00858  0.50   82940     712   82584  1928371  23.25
  1955          52     0.00929  0.00924  0.50   82228     760   81848  1845787  22.45
  1955          53     0.01015  0.01010  0.50   81468     823   81056  1763939  21.65
  1955          54     0.01128  0.01122  0.50   80645     905   80192  1682883  20.87
  1955          55     0.01195  0.01188  0.50   79740     947   79267  1602690  20.10
  1955          56     0.01257  0.01249  0.50   78793     984   78301  1523424  19.33
  1955          57     0.01396  0.01386  0.50   77809    1079   77269  1445123  18.57
  1955          58     0.01563  0.01551  0.50   76730    1190   76135  1367854  17.83
  1955          59     0.01746  0.01731  0.50   75540    1307   74886  1291719  17.10
  1955          60     0.01912  0.01894  0.50   74232    1406   73529  1216833  16.39
  1955          61     0.02027  0.02006  0.50   72826    1461   72096  1143304  15.70
  1955          62     0.02252  0.02227  0.50   71365    1589   70571  1071208  15.01
  1955          63     0.02511  0.02480  0.50   69776    1730   68911  1000637  14.34
  1955          64     0.02701  0.02665  0.50   68046    1813   67139   931726  13.69
  1955          65     0.02921  0.02879  0.50   66232    1907   65279   864588  13.05
  1955          66     0.03241  0.03190  0.50   64325    2052   63299   799309  12.43
  1955          67     0.03663  0.03597  0.50   62273    2240   61154   736009  11.82
  1955          68     0.04095  0.04013  0.50   60034    2409   58829   674856  11.24
  1955          69     0.04229  0.04141  0.50   57625    2386   56431   616027  10.69
  1955          70     0.04867  0.04751  0.50   55238    2624   53926   559595  10.13
  1955          71     0.05340  0.05201  0.50   52614    2736   51246   505669   9.61
  1955          72     0.05755  0.05594  0.50   49877    2790   48482   454424   9.11
  1955          73     0.06352  0.06157  0.50   47087    2899   45637   405942   8.62
  1955          74     0.07156  0.06909  0.50   44188    3053   42661   360304   8.15
  1955          75     0.07469  0.07200  0.50   41135    2962   39654   317643   7.72
  1955          76     0.08454  0.08111  0.50   38173    3096   36625   277989   7.28
  1955          77     0.08916  0.08535  0.50   35077    2994   33580   241364   6.88
  1955          78     0.09878  0.09413  0.50   32083    3020   30573   207784   6.48
  1955          79     0.10807  0.10253  0.50   29063    2980   27573   177211   6.10
  1955          80     0.11909  0.11240  0.50   26083    2932   24617   149638   5.74
  1955          81     0.13041  0.12242  0.50   23151    2834   21734   125021   5.40
  1955          82     0.13805  0.12914  0.50   20317    2624   19005   103287   5.08
  1955          83     0.15887  0.14718  0.50   17693    2604   16391    84282   4.76
  1955          84     0.16197  0.14984  0.50   15089    2261   13959    67890   4.50
  1955          85     0.18345  0.16804  0.50   12828    2156   11750    53932   4.20
  1955          86     0.19735  0.17963  0.50   10673    1917    9714    42181   3.95
  1955          87     0.21213  0.19179  0.50    8756    1679    7916    32467   3.71
  1955          88     0.23814  0.21280  0.50    7076    1506    6323    24551   3.47
  1955          89     0.25513  0.22627  0.50    5570    1260    4940    18228   3.27
  1955          90     0.26848  0.23670  0.50    4310    1020    3800    13287   3.08
  1955          91     0.29790  0.25928  0.50    3290     853    2863     9487   2.88
  1955          92     0.31304  0.27067  0.50    2437     660    2107     6624   2.72
  1955          93     0.36244  0.30683  0.50    1777     545    1505     4517   2.54
  1955          94     0.37119  0.31308  0.50    1232     386    1039     3012   2.45
  1955          95     0.38766  0.32472  0.50     846     275     709     1973   2.33
  1955          96     0.41237  0.34188  0.50     571     195     474     1264   2.21
  1955          97     0.43784  0.35920  0.50     376     135     309      791   2.10
  1955          98     0.46390  0.37656  0.50     241      91     196      482   2.00
  1955          99     0.49037  0.39382  0.50     150      59     121      286   1.91
  1955         100     0.51710  0.41087  0.50      91      37      72      166   1.82
  1955         101     0.54392  0.42763  0.50      54      23      42       93   1.74
  1955         102     0.57067  0.44399  0.50      31      14      24       51   1.67
  1955         103     0.59719  0.45987  0.50      17       8      13       27   1.60
  1955         104     0.62333  0.47522  0.50       9       4       7       14   1.54
  1955         105     0.64896  0.48997  0.50       5       2       4        7   1.49
  1955         106     0.67392  0.50407  0.50       2       1       2        4   1.44
  1955         107     0.69810  0.51747  0.50       1       1       1        2   1.40
  1955         108     0.72134  0.53013  0.50       1       0       0        1   1.36
  1955         109     0.74351  0.54201  0.50       0       0       0        0   1.33
  1955         110+    0.76447  1.00000  1.31       0       0       0        0   1.31
  1956           0     0.03984  0.03859  0.19  100000    3859   96865  6561228  65.61
  1956           1     0.00521  0.00519  0.50   96141     499   95891  6464363  67.24
  1956           2     0.00415  0.00415  0.50   95641     397   95443  6368472  66.59
  1956           3     0.00327  0.00327  0.50   95245     311   95089  6273029  65.86
  1956           4     0.00258  0.00258  0.50   94934     245   94811  6177940  65.08
  1956           5     0.00192  0.00192  0.50   94689     182   94598  6083129  64.24
  1956           6     0.00142  0.00142  0.50   94507     134   94440  5988531  63.37
  1956           7     0.00106  0.00105  0.50   94373     100   94323  5894091  62.46
  1956           8     0.00087  0.00087  0.50   94273      82   94232  5799768  61.52
  1956           9     0.00080  0.00080  0.50   94191      76   94153  5705536  60.57
  1956          10     0.00067  0.00067  0.50   94115      63   94084  5611383  59.62
  1956          11     0.00058  0.00058  0.50   94053      54   94025  5517299  58.66
  1956          12     0.00060  0.00060  0.50   93998      57   93970  5423274  57.70
  1956          13     0.00060  0.00060  0.50   93941      57   93913  5329304  56.73
  1956          14     0.00068  0.00068  0.50   93885      63   93853  5235391  55.76
  1956          15     0.00076  0.00076  0.50   93821      71   93786  5141538  54.80
  1956          16     0.00098  0.00098  0.50   93751      92   93705  5047752  53.84
  1956          17     0.00114  0.00114  0.50   93659     107   93606  4954047  52.89
  1956          18     0.00144  0.00144  0.50   93552     135   93485  4860441  51.95
  1956          19     0.00174  0.00174  0.50   93418     163   93336  4766956  51.03
  1956          20     0.00194  0.00194  0.50   93255     181   93165  4673620  50.12
  1956          21     0.00214  0.00214  0.50   93074     199   92975  4580456  49.21
