  Year          Age         mx       qx    ax      lx      dx      Lx       Tx     ex
  1947           0     0.09343  0.08774  0.31  100000    8774   93903  5168151  51.68
  1947           1     0.03422  0.03364  0.50   91226    3069   89692  5074248  55.62
  1947           2     0.01690  0.01676  0.50   88157    1477   87419  4984556  56.54
  1947           3     0.01144  0.01137  0.50   86680     986   86187  4897137  56.50
  1947           4     0.00713  0.00710  0.50   85694     609   85390  4810950  56.14
  1947           5     0.00507  0.00506  0.50   85086     431   84870  4725560  55.54
  1947           6     0.00375  0.00374  0.50   84655     317   84496  4640690  54.82
  1947           7     0.00311  0.00311  0.50   84338     262   84207  4556194  54.02
  1947           8     0.00234  0.00233  0.50   84076     196   83978  4471987  53.19
  1947           9     0.00214  0.00214  0.50   83880     180   83790  4388009  52.31
  1947          10     0.00187  0.00187  0.50   83700     156   83622  4304219  51.42
  1947          11     0.00175  0.00175  0.50   83544     146   83471  4220597  50.52
  1947          12     0.00176  0.00175  0.50   83398     146   83325  4137126  49.61
  1947          13     0.00187  0.00187  0.50   83252     155   83174  4053801  48.69
  1947          14     0.00221  0.00220  0.50   83096     183   83005  3970627  47.78
  1947          15     0.00293  0.00292  0.50   82913     242   82792  3887622  46.89
  1947          16     0.00349  0.00348  0.50   82671     288   82527  3804830  46.02
  1947          17     0.00438  0.00437  0.50   82383     360   82203  3722303  45.18
  1947          18     0.00539  0.00538  0.50   82024     441   81803  3640099  44.38
  1947          19     0.00655  0.00653  0.50   81582     532   81316  3558296  43.62
  1947          20     0.00738  0.00736  0.50   81050     596   80752  3476980  42.90
  1947          21     0.00786  0.00783  0.50   80454     630   80139  3396228  42.21
  1947          22     0.00806  0.00803  0.50   79824     641   79503  3316090  41.54
  1947          23     0.00839  0.00835  0.50   79182     662   78852  3236587  40.88
  1947          24     0.00841  0.00837  0.50   78521     658   78192  3157735  40.22
  1947          25     0.00830  0.00826  0.50   77863     643   77542  3079543  39.55
  1947          26     0.00791  0.00788  0.50   77220     609   76916  3002001  38.88
  1947          27     0.00797  0.00794  0.50   76611     608   76307  2925085  38.18
  1947          28     0.00765  0.00762  0.50   76003     579   75713  2848778  37.48
  1947          29     0.00782  0.00779  0.50   75424     587   75130  2773065  36.77
  1947          30     0.00756  0.00753  0.50   74837     563   74555  2697934  36.05
  1947          31     0.00751  0.00748  0.50   74273     555   73996  2623380  35.32
  1947          32     0.00756  0.00754  0.50   73718     556   73440  2549384  34.58
  1947          33     0.00763  0.00761  0.50   73162     556   72884  2475944  33.84
  1947          34     0.00744  0.00742  0.50   72606     538   72337  2403060  33.10
  1947          35     0.00755  0.00752  0.50   72067     542   71796  2330723  32.34
  1947          36     0.00773  0.00770  0.50   71526     551   71250  2258927  31.58
  1947          37     0.00798  0.00795  0.50   70975     564   70692  2187677  30.82
  1947          38     0.00791  0.00788  0.50   70410     555   70133  2116985  30.07
  1947          39     0.00809  0.00806  0.50   69855     563   69574  2046852  29.30
  1947          40     0.00864  0.00860  0.50   69292     596   68995  1977278  28.54
  1947          41     0.00866  0.00862  0.50   68697     592   68401  1908284  27.78
  1947          42     0.00890  0.00886  0.50   68105     603   67803  1839883  27.02
  1947          43     0.00912  0.00908  0.50   67501     613   67195  1772080  26.25
  1947          44     0.00932  0.00928  0.50   66888     621   66578  1704885  25.49
  1947          45     0.00965  0.00960  0.50   66268     636   65949  1638308  24.72
  1947          46     0.01032  0.01027  0.50   65631     674   65294  1572358  23.96
  1947          47     0.01112  0.01106  0.50   64957     718   64598  1507064  23.20
  1947          48     0.01138  0.01131  0.50   64239     727   63876  1442466  22.45
  1947          49     0.01249  0.01241  0.50   63512     788   63118  1378590  21.71
  1947          50     0.01295  0.01287  0.50   62724     807   62321  1315472  20.97
  1947          51     0.01414  0.01404  0.50   61917     869   61482  1253151  20.24
  1947          52     0.01504  0.01493  0.50   61048     911   60592  1191669  19.52
  1947          53     0.01629  0.01616  0.50   60136     972   59651  1131077  18.81
  1947          54     0.01692  0.01678  0.50   59165     993   58668  1071426  18.11
  1947          55     0.01775  0.01760  0.50   58172    1024   57660  1012758  17.41
  1947          56     0.01918  0.01900  0.50   57148    1086   56606   955098  16.71
  1947          57     0.02105  0.02083  0.50   56063    1168   55479   898492  16.03
  1947          58     0.02378  0.02350  0.50   54895    1290   54250   843013  15.36
  1947          59     0.02513  0.02482  0.50   53604    1330   52939   788764  14.71
  1947          60     0.02913  0.02871  0.50   52274    1501   51524   735824  14.08
  1947          61     0.02912  0.02870  0.50   50773    1457   50045   684301  13.48
  1947          62     0.03345  0.03290  0.50   49316    1623   48505   634256  12.86
  1947          63     0.03629  0.03564  0.50   47693    1700   46843   585752  12.28
  1947          64     0.03885  0.03811  0.50   45993    1753   45117   538909  11.72
  1947          65     0.04281  0.04191  0.50   44240    1854   43313   493792  11.16
  1947          66     0.04649  0.04543  0.50   42386    1926   41424   450478  10.63
  1947          67     0.04953  0.04833  0.50   40461    1956   39483   409055  10.11
  1947          68     0.05510  0.05362  0.50   38505    2065   37473   369572   9.60
  1947          69     0.05818  0.05653  0.50   36440    2060   35410   332099   9.11
  1947          70     0.06524  0.06318  0.50   34380    2172   33294   296689   8.63
  1947          71     0.07092  0.06849  0.50   32208    2206   31105   263395   8.18
  1947          72     0.07630  0.07350  0.50   30002    2205   28900   232289   7.74
  1947          73     0.08295  0.07964  0.50   27797    2214   26690   203390   7.32
  1947          74     0.08878  0.08500  0.50   25583    2175   24496   176700   6.91
  1947          75     0.10136  0.09647  0.50   23409    2258   22279   152204   6.50
  1947          76     0.10488  0.09965  0.50   21150    2108   20096   129924   6.14
  1947          77     0.11280  0.10677  0.50   19043    2033   18026   109828   5.77
  1947          78     0.12471  0.11739  0.50   17009    1997   16011    91802   5.40
  1947          79     0.14193  0.13252  0.50   15013    1990   14018    75791   5.05
  1947          80     0.15546  0.14425  0.50   13023    1879   12084    61773   4.74
  1947          81     0.16952  0.15628  0.50   11145    1742   10274    49689   4.46
  1947          82     0.18518  0.16949  0.50    9403    1594    8606    39415   4.19
  1947          83     0.21129  0.19110  0.50    7809    1492    7063    30809   3.95
  1947          84     0.20458  0.18560  0.50    6317    1172    5731    23746   3.76
  1947          85     0.23088  0.20699  0.50    5144    1065    4612    18016   3.50
  1947          86     0.25373  0.22516  0.50    4080     919    3620    13403   3.29
  1947          87     0.27098  0.23865  0.50    3161     754    2784     9783   3.09
  1947          88     0.28951  0.25290  0.50    2407     609    2102     6999   2.91
  1947          89     0.32012  0.27595  0.50    1798     496    1550     4897   2.72
  1947          90     0.34421  0.29367  0.50    1302     382    1111     3347   2.57
  1947          91     0.36682  0.30997  0.50     920     285     777     2236   2.43
  1947          92     0.39824  0.33211  0.50     635     211     529     1459   2.30
  1947          93     0.42641  0.35147  0.50     424     149     349      930   2.19
  1947          94     0.43014  0.35400  0.50     275      97     226      581   2.11
  1947          95     0.46523  0.37743  0.50     178      67     144      355   2.00
  1947          96     0.49152  0.39455  0.50     111      44      89      211   1.91
  1947          97     0.51788  0.41136  0.50      67      28      53      122   1.82
  1947          98     0.54416  0.42777  0.50      39      17      31       69   1.74
  1947          99     0.57022  0.44372  0.50      23      10      18       38   1.67
  1947         100     0.59592  0.45912  0.50      13       6      10       20   1.61
  1947         101     0.62111  0.47393  0.50       7       3       5       11   1.55
  1947         102     0.64569  0.48811  0.50       4       2       3        5   1.50
  1947         103     0.66953  0.50161  0.50       2       1       1        3   1.45
  1947         104     0.69255  0.51442  0.50       1       0       1        1   1.41
  1947         105     0.71466  0.52652  0.50       0       0       0        1   1.37
  1947         106     0.73579  0.53790  0.50       0       0       0        0   1.33
  1947         107     0.75591  0.54857  0.50       0       0       0        0   1.30
  1947         108     0.77497  0.55854  0.50       0       0       0        0   1.27
  1947         109     0.79295  0.56782  0.50       0       0       0        0   1.25
  1947         110+    0.80986  1.00000  1.23       0       0       0        0   1.23
  1948           0     0.06468  0.06160  0.23  100000    6160   95234  5684461  56.84
  1948           1     0.01983  0.01964  0.50   93840    1843   92919  5589227  59.56
  1948           2     0.00976  0.00971  0.50   91998     894   91551  5496308  59.74
  1948           3     0.00697  0.00694  0.50   91104     633   90788  5404757  59.33
  1948           4     0.00503  0.00502  0.50   90471     454   90244  5313970  58.74
  1948           5     0.00336  0.00336  0.50   90018     302   89866  5223725  58.03
  1948           6     0.00273  0.00273  0.50   89715     245   89593  5133859  57.22
  1948           7     0.00227  0.00227  0.50   89471     203   89369  5044266  56.38
  1948           8     0.00194  0.00194  0.50   89267     173   89181  4954897  55.51
  1948           9     0.00163  0.00163  0.50   89094     145   89022  4865716  54.61
  1948          10     0.00160  0.00160  0.50   88949     142   88878  4776694  53.70
  1948          11     0.00140  0.00140  0.50   88807     125   88745  4687816  52.79
  1948          12     0.00146  0.00146  0.50   88683     130   88618  4599071  51.86
  1948          13     0.00155  0.00155  0.50   88553     137   88484  4510454  50.94
  1948          14     0.00178  0.00178  0.50   88415     158   88337  4421970  50.01
  1948          15     0.00224  0.00224  0.50   88258     197   88159  4333633  49.10
  1948          16     0.00280  0.00280  0.50   88061     246   87937  4245474  48.21
  1948          17     0.00356  0.00355  0.50   87814     312   87658  4157536  47.34
  1948          18     0.00422  0.00422  0.50   87503     369   87318  4069878  46.51
  1948          19     0.00524  0.00523  0.50   87134     456   86906  3982560  45.71
  1948          20     0.00612  0.00611  0.50   86678     529   86414  3895654  44.94
  1948          21     0.00686  0.00684  0.50   86149     589   85854  3809241  44.22
  1948          22     0.00717  0.00714  0.50   85560     611   85254  3723386  43.52
  1948          23     0.00751  0.00749  0.50   84949     636   84631  3638132  42.83
  1948          24     0.00759  0.00756  0.50   84313     637   83994  3553501  42.15
  1948          25     0.00749  0.00746  0.50   83676     624   83363  3469507  41.46
  1948          26     0.00724  0.00721  0.50   83051     599   82752  3386143  40.77
  1948          27     0.00718  0.00716  0.50   82452     590   82157  3303392  40.06
  1948          28     0.00710  0.00707  0.50   81862     579   81572  3221235  39.35
  1948          29     0.00688  0.00686  0.50   81283     557   81004  3139662  38.63
  1948          30     0.00669  0.00667  0.50   80726     538   80456  3058658  37.89
  1948          31     0.00659  0.00657  0.50   80187     527   79924  2978202  37.14
  1948          32     0.00667  0.00665  0.50   79660     529   79395  2898278  36.38
  1948          33     0.00659  0.00657  0.50   79131     520   78871  2818883  35.62
  1948          34     0.00661  0.00658  0.50   78611     518   78352  2740012  34.86
  1948          35     0.00642  0.00640  0.50   78093     500   77843  2661660  34.08
  1948          36     0.00690  0.00687  0.50   77594     533   77327  2583817  33.30
  1948          37     0.00684  0.00682  0.50   77060     525   76797  2506490  32.53
  1948          38     0.00699  0.00696  0.50   76535     533   76268  2429692  31.75
  1948          39     0.00725  0.00722  0.50   76002     549   75727  2353424  30.97
  1948          40     0.00742  0.00739  0.50   75453     558   75174  2277697  30.19
  1948          41     0.00787  0.00784  0.50   74895     587   74602  2202523  29.41
  1948          42     0.00773  0.00770  0.50   74308     572   74022  2127921  28.64
  1948          43     0.00788  0.00785  0.50   73736     579   73446  2053899  27.85
  1948          44     0.00838  0.00834  0.50   73157     610   72852  1980453  27.07
  1948          45     0.00861  0.00858  0.50   72547     622   72235  1907601  26.29
  1948          46     0.00899  0.00895  0.50   71924     643   71603  1835366  25.52
  1948          47     0.00945  0.00941  0.50   71281     671   70946  1763763  24.74
  1948          48     0.01026  0.01020  0.50   70610     721   70250  1692817  23.97
  1948          49     0.01068  0.01062  0.50   69890     742   69519  1622567  23.22
  1948          50     0.01181  0.01174  0.50   69148     812   68742  1553049  22.46
  1948          51     0.01194  0.01187  0.50   68336     811   67930  1484307  21.72
  1948          52     0.01363  0.01353  0.50   67524     914   67067  1416377  20.98
  1948          53     0.01418  0.01408  0.50   66610     938   66141  1349310  20.26
  1948          54     0.01527  0.01516  0.50   65672     995   65175  1283168  19.54
  1948          55     0.01588  0.01576  0.50   64677    1019   64167  1217994  18.83
  1948          56     0.01710  0.01696  0.50   63658    1079   63118  1153826  18.13
  1948          57     0.01855  0.01838  0.50   62578    1150   62003  1090708  17.43
  1948          58     0.02073  0.02052  0.50   61428    1260   60798  1028705  16.75
  1948          59     0.02184  0.02161  0.50   60168    1300   59518   967907  16.09
  1948          60     0.02399  0.02371  0.50   58868    1396   58170   908389  15.43
  1948          61     0.02626  0.02592  0.50   57472    1490   56727   850219  14.79
  1948          62     0.02697  0.02661  0.50   55983    1490   55238   793492  14.17
  1948          63     0.03100  0.03052  0.50   54493    1663   53661   738254  13.55
  1948          64     0.03372  0.03316  0.50   52830    1752   51954   684593  12.96
  1948          65     0.03573  0.03511  0.50   51078    1793   50181   632639  12.39
  1948          66     0.03895  0.03821  0.50   49285    1883   48343   582458  11.82
  1948          67     0.04358  0.04265  0.50   47402    2022   46391   534115  11.27
  1948          68     0.04570  0.04468  0.50   45380    2027   44366   487724  10.75
  1948          69     0.05120  0.04992  0.50   43353    2164   42270   443358  10.23
  1948          70     0.05279  0.05143  0.50   41188    2118   40129   401087   9.74
  1948          71     0.05923  0.05753  0.50   39070    2248   37946   360958   9.24
  1948          72     0.06488  0.06285  0.50   36822    2314   35665   323012   8.77
  1948          73     0.06960  0.06725  0.50   34508    2321   33348   287347   8.33
  1948          74     0.07529  0.07256  0.50   32187    2336   31019   254000   7.89
  1948          75     0.08029  0.07719  0.50   29852    2304   28700   222980   7.47
  1948          76     0.08935  0.08553  0.50   27547    2356   26369   194281   7.05
  1948          77     0.09558  0.09122  0.50   25191    2298   24042   167912   6.67
  1948          78     0.10201  0.09706  0.50   22893    2222   21782   143869   6.28
  1948          79     0.10988  0.10415  0.50   20671    2153   19595   122087   5.91
  1948          80     0.12832  0.12058  0.50   18518    2233   17402   102492   5.53
  1948          81     0.13707  0.12828  0.50   16285    2089   15241    85090   5.22
  1948          82     0.14732  0.13721  0.50   14196    1948   13222    69849   4.92
  1948          83     0.16351  0.15115  0.50   12248    1851   11323    56626   4.62
  1948          84     0.18214  0.16694  0.50   10397    1736    9529    45304   4.36
  1948          85     0.18465  0.16905  0.50    8661    1464    7929    35774   4.13
  1948          86     0.21207  0.19174  0.50    7197    1380    6507    27845   3.87
  1948          87     0.21860  0.19706  0.50    5817    1146    5244    21338   3.67
  1948          88     0.23876  0.21330  0.50    4671     996    4173    16093   3.45
  1948          89     0.27446  0.24134  0.50    3675     887    3231    11921   3.24
  1948          90     0.27675  0.24311  0.50    2788     678    2449     8690   3.12
  1948          91     0.28948  0.25288  0.50    2110     534    1843     6241   2.96
  1948          92     0.31875  0.27493  0.50    1576     433    1360     4397   2.79
  1948          93     0.32047  0.27621  0.50    1143     316     985     3038   2.66
  1948          94     0.36230  0.30674  0.50     827     254     700     2052   2.48
  1948          95     0.38496  0.32283  0.50     574     185     481     1352   2.36
  1948          96     0.40827  0.33906  0.50     388     132     323      871   2.24
  1948          97     0.43210  0.35533  0.50     257      91     211      548   2.14
  1948          98     0.45635  0.37157  0.50     165      61     135      337   2.04
  1948          99     0.48088  0.38767  0.50     104      40      84      203   1.95
  1948         100     0.50557  0.40356  0.50      64      26      51      119   1.87
  1948         101     0.53028  0.41915  0.50      38      16      30       68   1.79
  1948         102     0.55487  0.43436  0.50      22      10      17       38   1.72
  1948         103     0.57921  0.44914  0.50      12       6      10       21   1.65
  1948         104     0.60318  0.46342  0.50       7       3       5       11   1.60
  1948         105     0.62666  0.47715  0.50       4       2       3        6   1.54
  1948         106     0.64954  0.49030  0.50       2       1       1        3   1.49
  1948         107     0.67172  0.50284  0.50       1       0       1        1   1.45
  1948         108     0.69313  0.51474  0.50       0       0       0        1   1.41
  1948         109     0.71368  0.52599  0.50       0       0       0        0   1.38
  1948         110+    0.73334  1.00000  1.36       0       0       0        0   1.36
  1949           0     0.06515  0.06203  0.23  100000    6203   95208  5774945  57.75
  1949           1     0.01853  0.01836  0.50   93797    1722   92936  5679737  60.55
  1949           2     0.01145  0.01138  0.50   92075    1048   91551  5586800  60.68
  1949           3     0.00689  0.00686  0.50   91027     625   90715  5495249  60.37
  1949           4     0.00491  0.00490  0.50   90402     443   90181  5404535  59.78
  1949           5     0.00358  0.00357  0.50   89959     321   89799  5314354  59.08
  1949           6     0.00260  0.00260  0.50   89638     233   89522  5224555  58.28
  1949           7     0.00204  0.00204  0.50   89405     182   89314  5135034  57.44
  1949           8     0.00166  0.00166  0.50   89223     148   89149  5045719  56.55
  1949           9     0.00144  0.00143  0.50   89075     128   89011  4956570  55.64
  1949          10     0.00130  0.00130  0.50   88947     116   88889  4867559  54.72
  1949          11     0.00129  0.00129  0.50   88832     114   88774  4778670  53.79
  1949          12     0.00125  0.00125  0.50   88717     111   88662  4689896  52.86
  1949          13     0.00134  0.00134  0.50   88606     118   88547  4601234  51.93
  1949          14     0.00149  0.00149  0.50   88488     131   88422  4512687  51.00
  1949          15     0.00184  0.00184  0.50   88356     162   88275  4424265  50.07
  1949          16     0.00238  0.00238  0.50   88194     210   88089  4335990  49.16
  1949          17     0.00298  0.00297  0.50   87984     262   87853  4247900  48.28
  1949          18     0.00363  0.00362  0.50   87723     318   87564  4160047  47.42
  1949          19     0.00430  0.00429  0.50   87405     375   87217  4072483  46.59
  1949          20     0.00502  0.00500  0.50   87030     436   86812  3985266  45.79
  1949          21     0.00559  0.00557  0.50   86594     482   86353  3898454  45.02
  1949          22     0.00628  0.00626  0.50   86112     539   85842  3812101  44.27
  1949          23     0.00642  0.00640  0.50   85573     548   85299  3726258  43.54
  1949          24     0.00666  0.00664  0.50   85025     564   84743  3640959  42.82
  1949          25     0.00665  0.00663  0.50   84461     560   84181  3556216  42.10
  1949          26     0.00653  0.00651  0.50   83901     546   83628  3472035  41.38
  1949          27     0.00639  0.00637  0.50   83355     531   83090  3388407  40.65
  1949          28     0.00634  0.00632  0.50   82824     523   82563  3305317  39.91
  1949          29     0.00623  0.00621  0.50   82301     511   82045  3222755  39.16
  1949          30     0.00601  0.00599  0.50   81790     490   81545  3140709  38.40
  1949          31     0.00603  0.00602  0.50   81300     489   81055  3059165  37.63
  1949          32     0.00596  0.00594  0.50   80811     480   80571  2978109  36.85
  1949          33     0.00602  0.00601  0.50   80331     482   80089  2897539  36.07
  1949          34     0.00597  0.00596  0.50   79848     476   79610  2817449  35.29
  1949          35     0.00609  0.00607  0.50   79373     482   79132  2737839  34.49
  1949          36     0.00613  0.00611  0.50   78891     482   78650  2658707  33.70
  1949          37     0.00632  0.00630  0.50   78409     494   78162  2580057  32.91
  1949          38     0.00630  0.00628  0.50   77915     489   77671  2501895  32.11
  1949          39     0.00662  0.00659  0.50   77426     511   77171  2424224  31.31
  1949          40     0.00665  0.00663  0.50   76916     510   76661  2347053  30.51
  1949          41     0.00704  0.00701  0.50   76406     536   76138  2270392  29.71
  1949          42     0.00743  0.00740  0.50   75870     562   75589  2194254  28.92
  1949          43     0.00746  0.00743  0.50   75308     560   75028  2118665  28.13
  1949          44     0.00758  0.00755  0.50   74749     564   74467  2043636  27.34
  1949          45     0.00800  0.00797  0.50   74184     591   73889  1969170  26.54
  1949          46     0.00830  0.00826  0.50   73593     608   73289  1895281  25.75
  1949          47     0.00899  0.00895  0.50   72985     653   72658  1821992  24.96
  1949          48     0.00955  0.00950  0.50   72332     687   71988  1749333  24.18
  1949          49     0.01031  0.01025  0.50   71645     735   71277  1677345  23.41
  1949          50     0.01071  0.01065  0.50   70910     755   70532  1606068  22.65
  1949          51     0.01173  0.01167  0.50   70155     818   69745  1535536  21.89
  1949          52     0.01196  0.01189  0.50   69336     824   68924  1465790  21.14
  1949          53     0.01359  0.01350  0.50   68512     925   68050  1396866  20.39
  1949          54     0.01429  0.01419  0.50   67587     959   67108  1328817  19.66
  1949          55     0.01546  0.01534  0.50   66628    1022   66117  1261709  18.94
  1949          56     0.01626  0.01613  0.50   65606    1058   65077  1195592  18.22
  1949          57     0.01774  0.01758  0.50   64548    1135   63980  1130515  17.51
  1949          58     0.01989  0.01970  0.50   63413    1249   62788  1066535  16.82
  1949          59     0.02075  0.02054  0.50   62164    1277   61525  1003747  16.15
  1949          60     0.02296  0.02270  0.50   60887    1382   60196   942221  15.47
  1949          61     0.02482  0.02452  0.50   59505    1459   58775   882026  14.82
  1949          62     0.02822  0.02783  0.50   58046    1615   57238   823250  14.18
  1949          63     0.02920  0.02878  0.50   56431    1624   55619   766012  13.57
  1949          64     0.03283  0.03230  0.50   54807    1770   53921   710394  12.96
  1949          65     0.03508  0.03448  0.50   53036    1828   52122   656472  12.38
  1949          66     0.03853  0.03780  0.50   51208    1936   50240   604350  11.80
  1949          67     0.04211  0.04124  0.50   49272    2032   48256   554110  11.25
  1949          68     0.04671  0.04564  0.50   47240    2156   46162   505854  10.71
  1949          69     0.04906  0.04789  0.50   45084    2159   44004   459692  10.20
  1949          70     0.05368  0.05228  0.50   42925    2244   41803   415688   9.68
  1949          71     0.05734  0.05574  0.50   40681    2268   39547   373885   9.19
  1949          72     0.06379  0.06182  0.50   38413    2375   37226   334338   8.70
  1949          73     0.07048  0.06808  0.50   36038    2454   34812   297112   8.24
  1949          74     0.07559  0.07284  0.50   33585    2446   32362   262301   7.81
  1949          75     0.08113  0.07797  0.50   31139    2428   29925   229939   7.38
  1949          76     0.08743  0.08377  0.50   28711    2405   27508   200014   6.97
  1949          77     0.09885  0.09419  0.50   26306    2478   25067   172506   6.56
  1949          78     0.10183  0.09690  0.50   23828    2309   22673   147439   6.19
  1949          79     0.11360  0.10749  0.50   21519    2313   20362   124766   5.80
  1949          80     0.12725  0.11964  0.50   19206    2298   18057   104403   5.44
  1949          81     0.14181  0.13242  0.50   16908    2239   15789    86346   5.11
  1949          82     0.15140  0.14075  0.50   14669    2065   13637    70557   4.81
  1949          83     0.16492  0.15235  0.50   12605    1920   11644    56920   4.52
  1949          84     0.17847  0.16385  0.50   10684    1751    9809    45276   4.24
  1949          85     0.20375  0.18491  0.50    8934    1652    8108    35467   3.97
  1949          86     0.20963  0.18974  0.50    7282    1382    6591    27360   3.76
  1949          87     0.22868  0.20522  0.50    5900    1211    5295    20769   3.52
  1949          88     0.25432  0.22563  0.50    4689    1058    4160    15474   3.30
  1949          89     0.27939  0.24514  0.50    3631     890    3186    11314   3.12
  1949          90     0.28293  0.24787  0.50    2741     679    2401     8128   2.97
  1949          91     0.31129  0.26937  0.50    2062     555    1784     5726   2.78
  1949          92     0.34003  0.29062  0.50    1506     438    1287     3942   2.62
  1949          93     0.36138  0.30607  0.50    1069     327     905     2655   2.48
  1949          94     0.38186  0.32064  0.50     741     238     623     1750   2.36
  1949          95     0.40701  0.33819  0.50     504     170     419     1127   2.24
  1949          96     0.43260  0.35567  0.50     333     119     274      709   2.13
  1949          97     0.45850  0.37299  0.50     215      80     175      435   2.02
  1949          98     0.48458  0.39007  0.50     135      53     108      260   1.93
  1949          99     0.51069  0.40681  0.50      82      33      65      152   1.84
  1949         100     0.53669  0.42314  0.50      49      21      38       86   1.77
  1949         101     0.56246  0.43900  0.50      28      12      22       48   1.70
  1949         102     0.58787  0.45433  0.50      16       7      12       26   1.63
  1949         103     0.61278  0.46906  0.50       9       4       7       14   1.57
  1949         104     0.63709  0.48318  0.50       5       2       3        7   1.52
  1949         105     0.66070  0.49664  0.50       2       1       2        3   1.47
  1949         106     0.68353  0.50942  0.50       1       1       1        2   1.43
  1949         107     0.70549  0.52153  0.50       1       0       0        1   1.39
  1949         108     0.72653  0.53294  0.50       0       0       0        0   1.35
  1949         109     0.74661  0.54366  0.50       0       0       0        0   1.32
  1949         110+    0.76569  1.00000  1.31       0       0       0        0   1.31
  1950           0     0.05691  0.05446  0.21  100000    5446   95684  5933738  59.34
  1950           1     0.01426  0.01416  0.50   94554    1339   93885  5838054  61.74
  1950           2     0.00989  0.00984  0.50   93216     918   92757  5744169  61.62
  1950           3     0.00745  0.00742  0.50   92298     685   91956  5651412  61.23
  1950           4     0.00442  0.00441  0.50   91613     404   91411  5559456  60.68
  1950           5     0.00327  0.00327  0.50   91209     298   91060  5468046  59.95
  1950           6     0.00245  0.00245  0.50   90911     223   90799  5376986  59.15
  1950           7     0.00191  0.00191  0.50   90688     173   90601  5286187  58.29
  1950           8     0.00160  0.00160  0.50   90515     144   90443  5195585  57.40
  1950           9     0.00134  0.00134  0.50   90370     121   90310  5105142  56.49
  1950          10     0.00120  0.00120  0.50   90249     108   90195  5014833  55.57
  1950          11     0.00113  0.00113  0.50   90141     102   90090  4924638  54.63
  1950          12     0.00116  0.00115  0.50   90039     104   89987  4834548  53.69
  1950          13     0.00113  0.00112  0.50   89935     101   89885  4744560  52.76
  1950          14     0.00130  0.00130  0.50   89834     117   89776  4654676  51.81
  1950          15     0.00154  0.00154  0.50   89717     138   89648  4564900  50.88
  1950          16     0.00197  0.00197  0.50   89579     176   89491  4475252  49.96
  1950          17     0.00250  0.00250  0.50   89403     223   89291  4385761  49.06
  1950          18     0.00299  0.00299  0.50   89180     266   89046  4296470  48.18
  1950          19     0.00356  0.00355  0.50   88913     316   88755  4207424  47.32
  1950          20     0.00386  0.00385  0.50   88598     341   88427  4118668  46.49
  1950          21     0.00444  0.00443  0.50   88256     391   88061  4030241  45.67
  1950          22     0.00477  0.00476  0.50   87865     418   87656  3942181  44.87
  1950          23     0.00512  0.00511  0.50   87447     447   87223  3854525  44.08
  1950          24     0.00537  0.00536  0.50   87000     466   86767  3767302  43.30
  1950          25     0.00537  0.00536  0.50   86534     464   86302  3680535  42.53
  1950          26     0.00551  0.00549  0.50   86070     473   85834  3594233  41.76
  1950          27     0.00534  0.00532  0.50   85597     456   85369  3508399  40.99
  1950          28     0.00544  0.00543  0.50   85141     462   84910  3423030  40.20
  1950          29     0.00534  0.00533  0.50   84679     451   84454  3338120  39.42
  1950          30     0.00533  0.00531  0.50   84228     448   84004  3253666  38.63
  1950          31     0.00496  0.00495  0.50   83780     415   83573  3169662  37.83
  1950          32     0.00514  0.00513  0.50   83366     428   83152  3086089  37.02
  1950          33     0.00515  0.00513  0.50   82938     426   82725  3002937  36.21
  1950          34     0.00534  0.00533  0.50   82512     440   82292  2920212  35.39
  1950          35     0.00537  0.00536  0.50   82072     440   81852  2837920  34.58
  1950          36     0.00548  0.00546  0.50   81633     446   81410  2756067  33.76
  1950          37     0.00553  0.00551  0.50   81187     448   80963  2674658  32.94
  1950          38     0.00571  0.00570  0.50   80739     460   80509  2593695  32.12
  1950          39     0.00608  0.00607  0.50   80279     487   80036  2513186  31.31
  1950          40     0.00611  0.00609  0.50   79792     486   79549  2433150  30.49
  1950          41     0.00637  0.00635  0.50   79306     503   79055  2353601  29.68
  1950          42     0.00666  0.00663  0.50   78803     523   78542  2274546  28.86
  1950          43     0.00707  0.00705  0.50   78280     552   78004  2196005  28.05
  1950          44     0.00715  0.00712  0.50   77729     553   77452  2118000  27.25
  1950          45     0.00765  0.00763  0.50   77175     589   76881  2040548  26.44
  1950          46     0.00784  0.00781  0.50   76587     598   76288  1963667  25.64
  1950          47     0.00834  0.00831  0.50   75989     631   75673  1887380  24.84
  1950          48     0.00903  0.00899  0.50   75357     677   75019  1811706  24.04
  1950          49     0.00990  0.00985  0.50   74680     736   74312  1736688  23.25
  1950          50     0.01053  0.01047  0.50   73945     774   73557  1662375  22.48
  1950          51     0.01090  0.01084  0.50   73170     793   72774  1588818  21.71
  1950          52     0.01233  0.01225  0.50   72377     887   71933  1516044  20.95
  1950          53     0.01254  0.01246  0.50   71490     891   71045  1444111  20.20
  1950          54     0.01424  0.01414  0.50   70599     998   70100  1373066  19.45
  1950          55     0.01495  0.01483  0.50   69601    1033   69085  1302966  18.72
  1950          56     0.01643  0.01630  0.50   68568    1117   68010  1233882  17.99
  1950          57     0.01772  0.01757  0.50   67451    1185   66859  1165872  17.28
  1950          58     0.01998  0.01978  0.50   66266    1311   65611  1099013  16.58
  1950          59     0.02063  0.02042  0.50   64956    1327   64292  1033403  15.91
